Nome,Categoria,Endereço,Telefone,Email,Website,Origem
CONCEPT SMILE clinica médica dentaria,Medicina,"Av. Dom Afonso Henriques 45 R/C, 3000-011 Coimbra, Portugal",239 091 981,N/A (Google não fornece e-mail diretamente),http://www.conceptsmile.com/,Google Places API
Clínica Dentária Smile.up Coimbra,Medicina,"R. João Machado 23A, 3000-226 Coimbra, Portugal",239 243 720,N/A (Google não fornece e-mail diretamente),https://smileup.pt/clinica-dentaria-coimbra,Google Places API
Actifisio - Acredite Numa Vida Activa e Saudável,Medicina,"Estr. Coselhas 21-22, 3000-125 Coimbra, Portugal",919 090 510,N/A (Google não fornece e-mail diretamente),http://www.actifisio.pt/,Google Places API
FISIOSFERA,Medicina,"R. Bernardo de Albuquerque 8B R/C Esq, Celas, 3000-070 Coimbra, Portugal",913 055 159,N/A (Google não fornece e-mail diretamente),http://www.fisiosfera.pt/,Google Places API
Intrafisio,Medicina,"R. Aveiro Lote 2A, 3000-064 Coimbra, Portugal",239 821 659,N/A (Google não fornece e-mail diretamente),http://www.intrafisio.pt/,Google Places API
Fisiocoimbra - Fisioterapia e Saúde,Medicina,"Ladeira da Porteladinha do Chão do Bispo, nº 10, Lt 8, Lj C, 3030-203 Coimbra, Portugal",913 330 504,N/A (Google não fornece e-mail diretamente),http://www.fisiocoimbra.pt/,Google Places API
Vasco Vicente Fisioterapia e Osteopatia,Medicina,"Avenida Calouste Gulbenkian, SN Lote 7, Andar -2 Loja 27, Celas, 3004-513 Coimbra, Portugal",913 930 153,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Clínica Joaquim Coutinho,Medicina,"Rua D.Ernesto Cena de Oliveira nº 22, R. Dom Ernesto Sena de Oliveira nº22, 3030-378 Coimbra, Portugal",239 093 072,N/A (Google não fornece e-mail diretamente),http://www.clinicajoaquimcoutinho.pt/,Google Places API
JS Physio,Medicina,"Rua Princesa Cindazunda 65 16.1 Loja 4, 3030-503 Coimbra, Portugal",932 444 496,N/A (Google não fornece e-mail diretamente),https://jsphysio.pt/,Google Places API
Centro de Reabilitação de Coimbra,Medicina,"R. Rodrigues Gusmão 40, Celas, 3000-345 Coimbra, Portugal",239 483 063,N/A (Google não fornece e-mail diretamente),https://www.crcoimbra.pt/?utm_source=GMB%20Home%20Page&utm_medium=GMB&utm_campaign=GMB%20Home%20Page,Google Places API
Fisioderme,Medicina,"Av. António Portugal 14, 3030-297 Coimbra, Portugal",912 181 943,N/A (Google não fornece e-mail diretamente),http://fisioderme.pt/,Google Places API
Fisio & Health Espaço Saúde Coimbra,Medicina,"R. Amorim Girão 6b loja 7, 3040-092 Coimbra, Portugal",966 415 577,N/A (Google não fornece e-mail diretamente),https://www.clinicafh.pt/,Google Places API
"Body Keeper-Clinica de Fisioterapia, Osteopatia e Nutrição",Medicina,"R. Francisco Lucas Pires Lote 19 nº 52, Fonte da Cheira, 3030-489 Coimbra, Portugal",919 582 451,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Fisio & Health - Terapias Naturais e Integrativas,Medicina,"Centro Comercial Don Dinis, Av. Fernão de Magalhães N° 170 1o andar loja 6, 3000-170 Coimbra, Portugal",966 301 878,N/A (Google não fornece e-mail diretamente),https://www.clinicafh.pt/,Google Places API
Clínica Fleming | Espaço de Saúde Integrado,Medicina,"R. Miguel Torga 80 lote 4 r/c esquerdo, 3030-165 Coimbra, Portugal",912 640 653,N/A (Google não fornece e-mail diretamente),http://www.clinicafleming.pt/,Google Places API
Fisioterapeuta João Costa - Fisioterapia Avançada,Medicina,"R. Armando de Sousa 17 loja AB, 3030-403 Coimbra, Portugal",919 892 534,N/A (Google não fornece e-mail diretamente),https://fisiojoaocosta.webnode.pt/,Google Places API
Sílvia Madaleno - Fisioterapia & Osteopatia,Medicina,"R. Dr. António José de Almeida 86 r/c, 3000-041 Coimbra, Portugal",914 952 655,N/A (Google não fornece e-mail diretamente),https://silviamadaleno.pt/,Google Places API
Fisio Molina,Medicina,"Av. Calouste Gulbenkian 7 Piso -2 sala 36, Celas, 3000-090 Coimbra, Portugal",964 047 375,N/A (Google não fornece e-mail diretamente),N/A,Google Places API
Thamyres Mourão Fisioterapia,Medicina,"B Ao lado da Imobiliária ERA, R. Maria Victória Bourbon Bobone 15 6, loja, 3030-502 Coimbra, Portugal",925 285 037,N/A (Google não fornece e-mail diretamente),https://bit.ly/ThamyresMouraoFisioterapia,Google Places API
"In | Motu - Saúde em Movimento. Clínica de Saúde, especializada nos hábitos de vida. Fisioterapia e Nutrição!",Medicina,"R. Figueira da Foz 79, 3000-184 Coimbra, Portugal",924 781 222,N/A (Google não fornece e-mail diretamente),https://inmotu.pt/,Google Places API
Tiago Flório - Saúde & Desporto,Medicina,"Centro Comercial Gira Solum Galerias, R. Joao de Deus Ramos 146 Loja 322, Fonte da Cheira, 3030-328 Coimbra, Portugal",969 032 004,N/A (Google não fornece e-mail diretamente),http://www.tiagofloriosed.pt/,Google Places API
Adriana Antonino Fisioterapia,Medicina,"CC Gira Solum, R. Joao de Deus Ramos 146 3 piso, loja 305, Fonte da Cheira, 3030-328 Coimbra, Portugal",912 974 267,N/A (Google não fornece e-mail diretamente),https://instagram.com/fisio.adriana.antonino?utm_medium=copy_link,Google Places API
